circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
SIDDIPET,HUSNABAD,BEJJANKI,THOTAPALLI,BEGUMPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,20.0,2.25
SIDDIPET,HUSNABAD,BEJJANKI,THOTAPALLI,DEVAKKAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,480.0,2.01
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL RURAL,KISTAMPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,17.0,3.0
SIDDIPET,HUSNABAD,BEJJANKI,THOTAPALLI,LAXMIPOOR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,64.0,6.0
SIDDIPET,HUSNABAD,BEJJANKI,THOTAPALLI,LAXMIPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,39.0,0.26
SIDDIPET,HUSNABAD,BEJJANKI,THOTAPALLI,THOTAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,44.25
SIDDIPET,HUSNABAD,BEJJANKI,THOTAPALLI,VADLOOR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,0.0,5.25
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL,ANTHAKPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,5,1.0,32.0,3.9
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL,CHOUTA PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,131.0,3.75
SIDDIPET,SIDDIPET,DUBBAK,DUBBAK,CHELLAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,27.0,1.01
SIDDIPET,SIDDIPET,DUBBAK,DUBBAK,DUBBAK,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,4.0,1077.0,10.64
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL RURAL,KOMARAVALLI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,292.0,5.76
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL RURAL,NAGAPURI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,,0.0,7.5
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL RURAL,RAMSAGAR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,2.25
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL,GANDHINAGAR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,138.0,3.75
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL,GOLLAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,0.48
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL,JANGAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,,0.0,4.13
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL,KATKOOR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,875.0,7.5
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL,KESHWAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,-3.0,2.25
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL,MADATHA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,217.0,0.32
SIDDIPET,SIDDIPET,DUBBAK,DUBBAK,LACHAPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,221.0,3.75
SIDDIPET,SIDDIPET,DUBBAK,DUBBAK,PEDDACHEKODE,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,54.0,1.01
SIDDIPET,SIDDIPET,DUBBAK,DUBBAK,PEDDAGUNDAVALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,115.0,1.01
SIDDIPET,SIDDIPET,DUBBAK,DUBBAK,RAJAKKAPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,46.0,2.25
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL TOWN,CHERIAL (HQ),COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,1.0,95.0,5.25
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL TOWN,CHUNCHUNAKOTA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,1.5
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL TOWN,GURIJAKUNTA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,1.01
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL TOWN,MUSTYALA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,1.0,4.5
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL,MALLAM PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,2.0,54.0,5.39
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL,MOTHKULAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,,0.0,0.96
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL,POTHARAM (S),COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,431.0,2.25
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL,POTHARAM S,COTTAGE INDUSTRIES AND DHOBIGHATS,4,5,,0.0,1.98
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL,THOTAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,,0.0,0.9
SIDDIPET,SIDDIPET,DUBBAK,MIRDODDI,AKBARPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,87.0,2.01
SIDDIPET,HUSNABAD,CHERIYAL,DHOOLMITTA,DHULMITTA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,63.0,3.75
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL WEST,GANDIPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,79.0,0.75
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL WEST,GOVERDHANAGIRI ,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,91.0,3.26
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL WEST,GOWARDHANA GIRI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,46.0,1.5
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL WEST,GOWRAVELLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,39.0,2.64
SIDDIPET,SIDDIPET,SIDDIPET RURAL,CHINNA KODUR,ALLIPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,45.0,1.5
SIDDIPET,SIDDIPET,SIDDIPET RURAL,CHINNA KODUR,CHANDLAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,13.0,1.5
SIDDIPET,HUSNABAD,CHERIYAL,MADDUR,MADDUR   (HQ),COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,115.0,1.89
SIDDIPET,HUSNABAD,CHERIYAL,MADDUR,NARSAIPALLI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,126.0,0.75
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL WEST,NANDARUM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,15.0,3.0
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL WEST,PANDILLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,26.0,4.5
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL WEST,PANDILLA ,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,143.0,1.76
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL WEST,POTLAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,34.0,2.25
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL WEST,RAMAVARAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,92.0,3.75
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD RURAL WEST,REGONDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,24.0,0.75
SIDDIPET,SIDDIPET,SIDDIPET RURAL,CHINNA KODUR,CHINNA KODUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,247.0,3.75
SIDDIPET,SIDDIPET,SIDDIPET RURAL,CHINNA KODUR,MAILARAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,102.0,2.16
SIDDIPET,SIDDIPET,SIDDIPET RURAL,CHINNA KODUR,VITTALAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,46.0,1.5
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD TOWN,HUSNABAD TOWN,COTTAGE INDUSTRIES AND DHOBIGHATS,4,45,43.0,3344.0,141.74
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD TOWN,HUSUNABAD (T),COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,2.25
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD TOWN,REDDY COLONY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,9.0,3.75
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD TOWN,TEACHERS COLONY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,552.0,2.01
SIDDIPET,HUSNABAD,HUSNABAD TOWN,HUSNABAD TOWN,YELLAMMA BAZAR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,74.0,3.75
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,GAJWEL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,12,10.0,1565.0,35.8
SIDDIPET,SIDDIPET,SIDDIPET RURAL,NARAYANRAOPET,IBRAHIMPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,88.0,5.25
SIDDIPET,SIDDIPET,SIDDIPET RURAL,NARAYANRAOPET,MALYAL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,21.0,3.75
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,DOWLEPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,JAGDEVPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,32.0,3.75
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET RURAL,IRKODE,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
SIDDIPET,GAJWEL,TUKKAPUR,KONDAPAK,SIR SANAGANDLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,63.0,10.5
SIDDIPET,GAJWEL,TUKKAPUR,RAYAPOLE,ANAJIPOOR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,18.0,3.75
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,WATTIPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,5.25
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,PREGNAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,5,4.0,663.0,13.2
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,PONNAL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,116.0,3.75
SIDDIPET,SIDDIPET,DUBBAK,CHITTAPUR,DHARMAJI PET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,93.0,0.44
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,THUNGATHURTHY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,9,8.0,1547.0,30.0
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,THURUPUGUDEM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,279.0,8.25
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,VELUGUPALLI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,10.0,2.25
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,VEMPATY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,103.0,1.5
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,MUNAGALA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,18.0,3.75
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,SYED MEZAVAR PET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,3.75
SURYAPET,HUZURNAGAR,HUZURNAGAR,GARIDEPALLY,GADDI PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,43.0,3.75
SURYAPET,HUZURNAGAR,HUZURNAGAR,GARIDEPALLY,KASARIGUDEM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,363.0,3.75
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,NEREDCHERALA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,5,,0.0,3.08
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,NERSI GUDAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,135.0,2.25
SURYAPET,SURYAPET,SURYAPET,SURYAPET RURAL,BALEMULA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,479.0,2.45
SURYAPET,SURYAPET,SURYAPET,SURYAPET RURAL,RATANPURAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,191.0,3.75
SURYAPET,SURYAPET,SURYAPET,SURYAPET RURAL,RAYANGUDEM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,157.0,3.75
SURYAPET,HUZURNAGAR,HUZURNAGAR,GARIDEPALLY,PONUGODU,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,379.0,4.02
SURYAPET,SURYAPET,SURYAPET,SURYAPET RURAL,YENDLAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,414.0,2.25
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,LI A,COTTAGE INDUSTRIES AND DHOBIGHATS,4,5,5.0,601.0,18.75
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,LI B,COTTAGE INDUSTRIES AND DHOBIGHATS,4,7,7.0,372.0,25.13
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,LI C,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,323.0,12.0
SURYAPET,HUZURNAGAR,HUZURNAGAR,GARIDEPALLY,THALLAMALKAPURA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,7.5
SURYAPET,HUZURNAGAR,HUZURNAGAR,GARIDEPALLY,VALIDANDLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,59.0,7.26
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,SURYAPET TOWN I,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,,0.0,6.75
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,LI 1,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,4.0,245.0,15.75
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,LI 2,COTTAGE INDUSTRIES AND DHOBIGHATS,4,15,11.0,1533.0,54.38
SURYAPET,HUZURNAGAR,MUNAGALA,NADIGUDEM,KESHAWAPURAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,1319.0,2.87
SURYAPET,HUZURNAGAR,MUNAGALA,NADIGUDEM,NADIGUDEM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,,0.0,3.0
SURYAPET,HUZURNAGAR,HUZURNAGAR,HUZURNAGAR TOWN,HUZURNAGAR TOWN,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,,0.0,3.0
SURYAPET,HUZURNAGAR,HUZURNAGAR,HUZURNAGAR TOWN,LINGAGIRI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,865.0,3.75
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),ATHMAKUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,172.0,6.0
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),ISTHALLAPURAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,402.0,2.25
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),KANDAGATLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,454.0,2.25
SURYAPET,HUZURNAGAR,MUNAGALA,NADIGUDEM,TRIPURARAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,75.0,3.75
SURYAPET,HUZURNAGAR,HUZURNAGAR,HUZURNAGAR TOWN,N S P CAMP,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,1007.0,6.75
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),KOTINAYAKATHANDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,77.0,3.75
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),NEMMIKAL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,4.0,470.0,12.0
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),PATASURYAPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,53.0,2.25
SURYAPET,SURYAPET,D NAGARAM,D NAGARAM,PASUNOOR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,2.63
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),PATHARLAPAHAD,COTTAGE INDUSTRIES AND DHOBIGHATS,4,5,5.0,182.0,11.25
SURYAPET,SURYAPET,D NAGARAM,J.R.GUDEM,ARVAPALLI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,43.0,2.25
SURYAPET,SURYAPET,D NAGARAM,J.R.GUDEM,JAGIREDDIGUDEM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,59.0,3.75
SURYAPET,SURYAPET,D NAGARAM,J.R.GUDEM,KOMMALA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,41.0,1.5
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,CHANDUPATLA  B,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,145.0,2.25
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,CHIVEMULA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,7.0,3.75
SURYAPET,SURYAPET,D NAGARAM,J.R.GUDEM,THIMAPUR.A,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,43.0,6.0
SURYAPET,SURYAPET,D NAGARAM,THIRUMALGIRI,GUNDAPURI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,40.0,2.25
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,DIRCINACHERLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,0.68
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,KUDAKUDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,495.0,11.63
SURYAPET,SURYAPET,D NAGARAM,THIRUMALGIRI,MALIPURAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,16,16.0,2760.0,49.5
SURYAPET,SURYAPET,D NAGARAM,THIRUMALGIRI,THIRUMALAGIRI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,729.0,5.63
SURYAPET,SURYAPET,D NAGARAM,THIRUMALGIRI,TIRUMALAGIRI TOWN-III,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,52.0,1.01
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,MELLACHERVU,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,0.08
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,RAMAPURAM  B,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,4.0,328.0,7.5
SURYAPET,SURYAPET,D NAGARAM,THIRUMALGIRI,VELISHALA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,210.0,3.26
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,BIKKUMALLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,28,28.0,250.0,105.0
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,CHINANEMILI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,3.75
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,ANAJIPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,2.25
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,GORENTLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,281.0,8.25
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,MADDIRALA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,146.0,2.25
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,NUTHANKAL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,6,6.0,421.0,22.5
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,THALLASINGARAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,50.0,4.5
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,GANGUBANDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,22.0,2.25
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,NAMAVARAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,13.0,2.25
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,RAVIPAHAD,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,209.0,3.75
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,GOTTIPRTHY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,83.0,2.25
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,GUMMADAVALLI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,5,5.0,1038.0,10.5
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,GUMMADAVALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,5,5.0,846.0,15.75
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,KARVIRALA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,190.0,2.25
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,KUKKADAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,7,7.0,1422.0,15.75
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,KUNTAPALLI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,2.25
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,CHILUKURU,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,327.0,3.75
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,K K GUDEM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,2.0,631.0,9.75
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,SEETHARAMPURAM  B,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,1000.0,3.75
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,DORAKUNTA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,167.0,1.5
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,GUDIBANDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,1.0,0.75
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,KAPUGALLU,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,617.0,21.0
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,KHANAPURM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,65.0,0.75
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,KUCHIPUDI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,198.0,3.75
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,LAKKARAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,1261.0,3.75
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,MOGALAIKOTA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,0.24
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,2787.0,3.75
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,BALAJI NAGAR ,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,26.0,3.75
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,BANJARA COLONY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,310.0,3.75
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,KODAD (PART-I),COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,LAXMIPURAM  B,COTTAGE INDUSTRIES AND DHOBIGHATS,4,5,5.0,499.0,7.76
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,NAYANAGAR ANANTHAGIRI ROAD,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,801.0,11.25
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,SRINIVAS NAGAR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,72.0,9.78
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,DONDAPAD,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,468.0,7.5
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,GANDHINAGAR THANDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,1101.0,4.5
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,KANDIBANDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,50.0,1.5
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD,ANANTHA GIRI PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,2.0,1.5
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD,GIRGET PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,0.75
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD,KOTHA GADI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,,0.0,2.36
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,ANTHARAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,6.0,2.25
