circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,NARKODA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,MAHESHWARAM,ARSIGUDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,,0.0,7.5
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,SHAMSHABAD,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,529.0,6.0
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,SULTHANPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,4.0,1758.0,15.0
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,MAHESHWARAM,MANKHAL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,92.0,3.75
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,JUKAL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,3.75
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,KACHARAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,0.0,7.5
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,MADANPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,8,6.0,27.0,26.49
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,MAHESHWARAM,NAGIREDDY PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,PILLAMGUDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,3.75
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,SHANKARAPURAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,7.0,11.25
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,MAHESHWARAM,SIRIGIRIPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,1.0,497.0,11.25
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,MAHESHWARAM,SRINAGAR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,,0.0,15.0
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,MAHESHWARAM,THUKKUGUDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,2.25
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,SHAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,30.0,5.63
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,TONDUPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,7.0,7.5
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,BALAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,114.0,2.25
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,E W S COLONY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,,0.0,6.0
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,MAMIDIPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,0.0,9.78
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,UPPARPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.0
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,G.KATTEDAN,COTTAGE INDUSTRIES AND DHOBIGHATS,4,16,6.0,0.0,60.0
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,TALAKONDAPALLY(HV),COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,130.0,6.0
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,MADHUBAN,COTTAGE INDUSTRIES AND DHOBIGHATS,4,94,67.0,1093.0,352.5
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,KATEDAN,KATTEDAN,COTTAGE INDUSTRIES AND DHOBIGHATS,4,40,1.0,1.0,150.0
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,KATEDAN,MURALI HOTEL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,KATEDAN,NETAJINAGAR ,COTTAGE INDUSTRIES AND DHOBIGHATS,4,11,11.0,1340.0,41.25
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,AGARMIA GUDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,1.0,56.0,11.25
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,E.BANDLAGUDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,MAILRADEVPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,JAITHARAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,KANDUKUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,,0.0,7.5
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,SHADNAGAR RURAL,LN COLONY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,263.0,3.75
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,SHADNAGAR RURAL,VELIJARLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,555.0,7.5
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,CHINNA MADGUL(LT),COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,85.0,0.75
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,AMANGAL(HV),COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,52.0,3.75
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,KULKULPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,82.0,6.0
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,FAROQNAGAR,SHADNAGAR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,,0.0,6.75
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,KONDURG,CHOWDARGUDA-KD,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,81.0,2.25
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,IPPALAPALLY-KP,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,1.5
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,PAPIREDDY GUDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,3.75
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,VEMULANARVA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,79.0,3.75
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,KOTHUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,1.5
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,EDULAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,192.0,3.75
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,MAMIDI PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,3.75
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,KONDURG,JILLED,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,113.0,7.5
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,KONDURG,KONDURG,COTTAGE INDUSTRIES AND DHOBIGHATS,4,21,,0.0,68.25
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,APPAREDDY PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,115.0,9.75
SANGAREDDY,SANGAREDDY,SANGAREDDY,SANGAREDDY TOWN-II,HOSTEL GADDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,2.25
SANGAREDDY,ZAHEERABAD,ZAHEERABAD RURAL,NYALKAL,MUNGI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,14.0,1.5
SANGAREDDY,ZAHEERABAD,ZAHEERABAD RURAL,NYALKAL,REJINTAL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,36.0,6.0
SANGAREDDY,ZAHEERABAD,ZAHEERABAD TOWN,ZAHEERABAD TOWN,ZAHEERABAD(T) ST SCS,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
SANGAREDDY,ZAHEERABAD,ZAHEERABAD TOWN,ZAHEERABAD RURAL,KOTHUR B,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,205.0,2.25
SANGAREDDY,PATANCHERU,BOLLARAM,BOLLARAM,HV-LI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,177.0,7.5
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET,PEDDAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,0.68
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET,PRAVEEN LM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,20.0,2.25
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET,SADASIVAPET TOWN,COTTAGE INDUSTRIES AND DHOBIGHATS,4,35,6.0,1041.0,126.0
SANGAREDDY,ZAHEERABAD,ZAHEERABAD TOWN,ZAHEERABAD TOWN,KHAN STREET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET,VENKATESHAM LM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,,0.0,11.25
SANGAREDDY,SANGAREDDY,SANGAREDDY,KANDI,CHERLAGUDEM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,2.25
SANGAREDDY,SANGAREDDY,SANGAREDDY,KANDI,EDDUMYLARAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,886.0,0.75
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,NIZAMPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,0.83
SANGAREDDY,SANGAREDDY,SANGAREDDY,SANGAREDDY RURAL,HOUSING BOARD PH-I,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,695.0,3.02
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,VENKATAPOOR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,48,22.0,1830.0,130.5
SANGAREDDY,SANGAREDDY,SANGAREDDY,SANGAREDDY RURAL,ISMAILKHANPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
SANGAREDDY,SANGAREDDY,SANGAREDDY,SANGAREDDY TOWN-I,FASALWADI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,5,,0.0,8.24
SANGAREDDY,SANGAREDDY,SANGAREDDY,SANGAREDDY TOWN-I,SANGAREDDY TOWN-I,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,215.0,1.01
SANGAREDDY,JOGIPET,JOGIPET,PULKAL,MUDIMANIK,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,3.75
SANGAREDDY,PATANCHERU,PATANCHERU,PATANCHERU TOWN,TOWN HV-3,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,2340.0,3.75
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,HANGIRGA (K),COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,60.0,0.75
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,NARAYANKHED,COTTAGE INDUSTRIES AND DHOBIGHATS,4,30,30.0,1413.0,29.51
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,RAIKAL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,1.01
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,ANDOLE,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,1388.0,33.75
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,JOGIPET TOWN-1,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,438.0,3.75
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,JOGIPET TOWN-7,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,7.0,2.25
SANGAREDDY,JOGIPET,NARAYANKHED,KALHEER,BACHAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,50.0,1.5
SANGAREDDY,JOGIPET,NARAYANKHED,KALHEER,BOKASGOAN,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,100.0,0.24
SANGAREDDY,JOGIPET,NARAYANKHED,KALHEER,INDIRA NAGAR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,100.0,0.24
SANGAREDDY,JOGIPET,NARAYANKHED,KALHEER,KHAJAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,89.0,0.18
SANGAREDDY,JOGIPET,NARAYANKHED,KALHEER,KRISHNA POOR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,213.0,0.66
SANGAREDDY,JOGIPET,NARAYANKHED,KALHEER,MARDI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,60.0,1.01
SANGAREDDY,JOGIPET,NARAYANKHED,KALHEER,MASANPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,1.01
SANGAREDDY,JOGIPET,NARAYANKHED,KALHEER,NAGHDER,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,3.0,121.0,2.49
SANGAREDDY,JOGIPET,NARAYANKHED,KALHEER,RAPARTHI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,120.0,1.5
SANGAREDDY,JOGIPET,NARAYANKHED,KALHEER,SIRGAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,130.0,1.01
SANGAREDDY,JOGIPET,JOGIPET,PULKAL,ESOJIPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,1.5
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,KALA NAGAR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,1.01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,KUNTLOOR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,1073.0,3.75
SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,ABDULLAPURMET,KAWADI PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,1.0,1.5
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,PEDDA AMBERPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,3.75
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,SHANTHI NAGAR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,22.0,0.75
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,TATTI ANNARAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,168.0,3.0
SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,TURKAYAMZAL,RAJALAXMI--2,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,49.0,1.01
SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,TURKAYAMZAL,SRI RAM NAGAR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,,0.0,4.5
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,IBRAHIMPATNAM,CHERLA PATEL GUDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,11.0,0.24
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,IBRAHIMPATNAM,IBRAHIM PATNAM-II,COTTAGE INDUSTRIES AND DHOBIGHATS,4,6,6.0,317.0,6.03
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,IBRAHIMPATNAM,IBRAHIM PATNAM-V,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,204.0,1.01
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,IBRAHIMPATNAM,IBRAHIMPATNAM-III,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,343.0,3.02
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,IBRAHIMPATNAM,NARRA PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,12,12.0,25.0,45.0
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,IBRAHIMPATNAM,NAYANAM PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,3.75
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,IBRAHIMPATNAM,SHERIGUDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,180.0,0.24
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,MANCHAL,AGAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,2.0,292.0,2.25
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,MANCHAL,ARUTLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,11,10.0,1195.0,6.54
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,MANCHAL,BODA KONDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,7.0,0.18
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,MANCHAL,JAPAL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,231.0,4.5
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,MANCHAL,KAGHAZ GHAT,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,49.0,0.75
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,MANCHAL,KHANAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,53.0,0.75
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,MANCHAL,LINGAM PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,4.0,121.0,2.43
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,MANCHAL,LOYA PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,719.0,1.11
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,MANCHAL,MANCHAL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,4.0,291.0,12.75
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,MANCHAL,NOMULA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,431.0,2.25
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,MANCHAL,THALLA PALLY GUDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,184.0,0.95
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,MANSOORABAD-II,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,2.25
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,MANCHAL,YELLAMMA THANDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,0.18
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,MANSURABAD,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,YACHARAM,MANTHANGOWRELLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,76.0,0.2
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,AMBEDKAR NAGAR MPT,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,93.0,1.5
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,SRI SRINIVASA COLONY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,3.75
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,JAYASREE COLONY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,VIJAYA HOMES,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,2.0,0.75
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,VIVEK NAGAR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,2.0,456.0,9.0
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,VENKATARAMANA COLO,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,352.0,3.75
SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,KOTHAPET,PRASHANTH NAGAR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,17.0,3.0
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,LALLAGUDA,GRC HV LALLAGUDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,133.0,6.0
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,GRC HV TARNAKA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,282.0,1.5
SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,SANCHARPURI FEEDER GRC (GRP-M),COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,98.0,2.25
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,BORE-ST-GRC(AGL) (GRP-M),COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,481.0,21.75
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,GYMKHANA,MUDFORT - I(GRP-B),COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,230.0,3.75
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,VIJAYANGAR COLONY (GRP-A),COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,112.0,0.75
SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,GN SAINT JOSEPH SCHOOL(GRP-B),COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,487.0,0.75
SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,GRC HIGH VALUE (GRP-M),COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,GYMKHANA,GRC- HV GYMKHANA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,887.0,7.5
SIDDIPET,SIDDIPET,SIDDIPET TOWN,NANGANOOR,GATLAMALYAL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,11.0,2.25
SIDDIPET,GAJWEL,TUKKAPUR,RAYAPOLE,RAMSAGAR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,11.0,1.5
SIDDIPET,GAJWEL,TUKKAPUR,THOGITA,LINGAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,11.0,3.75
SIDDIPET,HUSNABAD,BEJJANKI,BASWAPUR,CHENCHER PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,19.0,2.25
SIDDIPET,SIDDIPET,SIDDIPET TOWN,SIDDIPET TOWN-I,N.MALLAIAH,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,246.0,7.5
SIDDIPET,HUSNABAD,BEJJANKI,BASWAPUR,SAMUDRALA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,21.0,2.01
SIDDIPET,HUSNABAD,BEJJANKI,BASWAPUR,SHANIGARAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,10.0,6.0
SIDDIPET,HUSNABAD,BEJJANKI,BEJJANKI,BEJJANKI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
SIDDIPET,HUSNABAD,BEJJANKI,BEJJANKI,BEJJENKI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,3.0,186.0,13.26
SIDDIPET,SIDDIPET,SIDDIPET TOWN,SIDDIPET TOWN-II,MOHD.GHOUSEUDDIN-LI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,7,5.0,398.0,23.25
SIDDIPET,HUSNABAD,BEJJANKI,KOHEDA,KOHEDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,12,11.0,576.0,42.18
SIDDIPET,HUSNABAD,BEJJANKI,KOHEDA,NAKERAKOMERA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,46.0,0.26
SIDDIPET,HUSNABAD,BEJJANKI,KOHEDA,NARAYANAPOOR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,26.0,0.75
SIDDIPET,SIDDIPET,SIDDIPET TOWN,SIDDIPET TOWN-II,S.SHARAVAN KUMAR-LI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,331.0,6.0
SIDDIPET,SIDDIPET,SIDDIPET TOWN,SIDDIPET TOWN-II,SHAEEN BEGUM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,410.0,3.75
SIDDIPET,SIDDIPET,SIDDIPET TOWN,SIDDIPET TOWN-III,B.TANAJI LI-0138,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,4.0,326.0,13.68
SIDDIPET,SIDDIPET,SIDDIPET TOWN,SIDDIPET TOWN-III,KANAKA  REDDY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,4.0,1044.0,18.75
SIDDIPET,SIDDIPET,SIDDIPET TOWN,SIDDIPET TOWN-III,L. ASHOK FM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,7,7.0,1008.0,24.75
SIDDIPET,HUSNABAD,BEJJANKI,KOHEDA,SRIRUMULUPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,1.0,0.0,1.76
SIDDIPET,HUSNABAD,BEJJANKI,KOHEDA,VARIKOLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,32.0,2.9
SIDDIPET,HUSNABAD,BEJJANKI,KOHEDA,VENKATESHWARA PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,58.0,1.5
SIDDIPET,HUSNABAD,BEJJANKI,KOHEDA,VINJAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,62.0,5.25
