District,Mandal,Date,Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Kamareddy,Tadwai,2024-04-14,0.0,2.7
Kamareddy,Tadwai,2024-04-15,0.3,11.4
Kamareddy,Tadwai,2024-04-16,0.0,2.6
Kamareddy,Tadwai,2024-04-17,0.0,5.5
Kamareddy,Tadwai,2024-04-18,0.0,3.9
Kamareddy,Tadwai,2024-04-19,0.0,4.0
Kamareddy,Tadwai,2024-04-20,0.0,6.6
Kamareddy,Tadwai,2024-04-21,0.1,3.5
Kamareddy,Tadwai,2024-04-22,0.0,3.4
Kamareddy,Tadwai,2024-04-23,0.0,4.9
Kamareddy,Tadwai,2024-04-24,0.0,7.3
Kamareddy,Tadwai,2024-04-25,0.0,7.0
Kamareddy,Tadwai,2024-04-26,0.0,4.9
Kamareddy,Tadwai,2024-04-27,0.1,8.2
Kamareddy,Tadwai,2024-04-28,0.0,10.6
Kamareddy,Tadwai,2024-04-29,0.0,5.9
Kamareddy,Tadwai,2024-04-30,2.1,9.3
Kamareddy,Yellareddy,2024-04-01,0.0,0.1
Kamareddy,Yellareddy,2024-04-02,0.0,0.2
Kamareddy,Yellareddy,2024-04-03,0.0,0.2
Kamareddy,Yellareddy,2024-04-04,0.0,0.2
Kamareddy,Yellareddy,2024-04-05,0.0,0.4
Kamareddy,Yellareddy,2024-04-06,0.0,0.3
Kamareddy,Yellareddy,2024-04-07,0.0,0.3
Kamareddy,Yellareddy,2024-04-08,0.0,5.5
Kamareddy,Yellareddy,2024-04-09,0.0,1.5
Kamareddy,Yellareddy,2024-04-10,0.0,9.0
Kamareddy,Yellareddy,2024-04-11,0.0,0.8
Kamareddy,Yellareddy,2024-04-12,0.0,1.3
Kamareddy,Yellareddy,2024-04-13,0.0,1.1
Kamareddy,Yellareddy,2024-04-14,0.0,5.2
Kamareddy,Yellareddy,2024-04-15,0.0,5.7
Kamareddy,Yellareddy,2024-04-16,0.0,4.6
Kamareddy,Yellareddy,2024-04-17,0.0,5.8
Kamareddy,Yellareddy,2024-04-18,0.0,6.7
Kamareddy,Yellareddy,2024-04-19,0.0,7.6
Kamareddy,Yellareddy,2024-04-20,0.0,8.1
Kamareddy,Yellareddy,2024-04-21,0.0,0.1
Kamareddy,Yellareddy,2024-04-22,0.0,0.3
Kamareddy,Yellareddy,2024-04-23,0.0,0.1
Kamareddy,Yellareddy,2024-04-24,0.0,0.3
Kamareddy,Yellareddy,2024-04-25,0.0,8.0
Kamareddy,Yellareddy,2024-04-26,0.0,10.1
Kamareddy,Yellareddy,2024-04-27,0.0,8.2
Kamareddy,Yellareddy,2024-04-28,0.0,0.3
Kamareddy,Yellareddy,2024-04-29,0.0,0.1
Kamareddy,Yellareddy,2024-04-30,0.0,0.8
Karimnagar,Chigurumamidi,2024-04-01,0.0,11.8
Karimnagar,Chigurumamidi,2024-04-02,0.0,11.4
Karimnagar,Chigurumamidi,2024-04-03,0.1,9.1
Karimnagar,Chigurumamidi,2024-04-04,0.6,10.4
Karimnagar,Chigurumamidi,2024-04-05,0.2,10.1
Karimnagar,Chigurumamidi,2024-04-06,0.0,9.3
Karimnagar,Chigurumamidi,2024-04-07,0.0,10.0
Karimnagar,Chigurumamidi,2024-04-08,0.0,11.6
Karimnagar,Chigurumamidi,2024-04-09,0.7,14.5
Karimnagar,Chigurumamidi,2024-04-10,0.1,13.8
Karimnagar,Chigurumamidi,2024-04-11,0.1,10.4
Karimnagar,Chigurumamidi,2024-04-12,0.1,11.4
Karimnagar,Chigurumamidi,2024-04-13,0.0,13.3
Karimnagar,Chigurumamidi,2024-04-14,0.0,9.7
Karimnagar,Chigurumamidi,2024-04-15,0.0,11.5
Karimnagar,Chigurumamidi,2024-04-16,0.0,10.0
Karimnagar,Chigurumamidi,2024-04-17,0.0,9.0
Karimnagar,Chigurumamidi,2024-04-18,0.0,6.6
Karimnagar,Chigurumamidi,2024-04-19,0.0,6.5
Karimnagar,Chigurumamidi,2024-04-20,0.0,5.0
Karimnagar,Chigurumamidi,2024-04-21,0.0,4.8
Karimnagar,Chigurumamidi,2024-04-22,0.2,13.0
Karimnagar,Chigurumamidi,2024-04-23,0.0,12.0
Karimnagar,Chigurumamidi,2024-04-24,0.0,9.5
Karimnagar,Chigurumamidi,2024-04-25,0.7,6.0
Karimnagar,Chigurumamidi,2024-04-26,3.8,8.2
Karimnagar,Chigurumamidi,2024-04-27,0.6,9.9
Karimnagar,Chigurumamidi,2024-04-28,0.0,10.9
Karimnagar,Chigurumamidi,2024-04-29,0.0,9.0
Karimnagar,Chigurumamidi,2024-04-30,1.5,10.1
Karimnagar,Choppadandi,2024-04-01,0.0,5.6
Karimnagar,Choppadandi,2024-04-02,0.4,4.6
Karimnagar,Choppadandi,2024-04-03,0.3,4.1
Karimnagar,Choppadandi,2024-04-04,0.0,5.8
Karimnagar,Choppadandi,2024-04-05,0.0,6.5
Karimnagar,Choppadandi,2024-04-06,0.0,7.6
Karimnagar,Choppadandi,2024-04-07,0.0,7.0
Karimnagar,Choppadandi,2024-04-08,0.0,12.9
Karimnagar,Choppadandi,2024-04-09,0.0,11.9
Karimnagar,Choppadandi,2024-04-10,0.0,5.9
Karimnagar,Choppadandi,2024-04-11,0.0,7.8
Karimnagar,Choppadandi,2024-04-12,0.0,11.7
Karimnagar,Choppadandi,2024-04-13,0.0,9.7
Karimnagar,Choppadandi,2024-04-14,0.0,10.5
Karimnagar,Choppadandi,2024-04-15,0.0,5.4
Karimnagar,Choppadandi,2024-04-16,0.0,5.3
Karimnagar,Choppadandi,2024-04-17,0.0,6.5
Karimnagar,Choppadandi,2024-04-18,0.0,6.9
Karimnagar,Choppadandi,2024-04-19,0.0,5.9
Karimnagar,Choppadandi,2024-04-20,0.0,5.6
Karimnagar,Choppadandi,2024-04-21,0.0,8.4
Karimnagar,Choppadandi,2024-04-22,0.0,7.2
Karimnagar,Choppadandi,2024-04-23,0.0,9.6
Karimnagar,Choppadandi,2024-04-24,0.0,8.0
Karimnagar,Choppadandi,2024-04-25,0.1,7.9
Karimnagar,Choppadandi,2024-04-26,0.0,7.6
Karimnagar,Choppadandi,2024-04-27,0.0,9.1
Karimnagar,Choppadandi,2024-04-28,0.0,9.3
Karimnagar,Choppadandi,2024-04-29,0.0,6.2
Karimnagar,Choppadandi,2024-04-30,0.1,9.2
Karimnagar,Ellandakunta,2024-04-01,0.0,6.3
Karimnagar,Ellandakunta,2024-04-02,0.0,8.8
Karimnagar,Ellandakunta,2024-04-03,0.0,8.3
Karimnagar,Ellandakunta,2024-04-04,0.0,9.4
Karimnagar,Ellandakunta,2024-04-05,0.0,6.6
Karimnagar,Ellandakunta,2024-04-06,0.0,5.6
Karimnagar,Ellandakunta,2024-04-07,0.0,3.9
Karimnagar,Ellandakunta,2024-04-08,0.0,5.4
Karimnagar,Ellandakunta,2024-04-09,0.1,9.4
Karimnagar,Ellandakunta,2024-04-10,0.0,6.8
Karimnagar,Ellandakunta,2024-04-11,0.0,7.9
Karimnagar,Ellandakunta,2024-04-12,0.0,5.2
Karimnagar,Ellandakunta,2024-04-13,0.0,11.5
Karimnagar,Ellandakunta,2024-04-14,0.0,9.0
Karimnagar,Ellandakunta,2024-04-15,0.0,7.2
Karimnagar,Ellandakunta,2024-04-16,0.0,8.6
Karimnagar,Ellandakunta,2024-04-17,0.0,6.3
Karimnagar,Ellandakunta,2024-04-18,0.0,5.1
Karimnagar,Ellandakunta,2024-04-19,0.0,5.7
Karimnagar,Ellandakunta,2024-04-20,0.0,6.2
Karimnagar,Ellandakunta,2024-04-21,0.0,6.1
Karimnagar,Ellandakunta,2024-04-22,0.0,10.1
Karimnagar,Ellandakunta,2024-04-23,0.0,10.2
Karimnagar,Ellandakunta,2024-04-24,0.0,6.6
Karimnagar,Ellandakunta,2024-04-25,0.0,6.2
Karimnagar,Ellandakunta,2024-04-26,0.0,7.1
Karimnagar,Ellandakunta,2024-04-27,0.0,6.9
Karimnagar,Ellandakunta,2024-04-28,0.0,5.3
Karimnagar,Ellandakunta,2024-04-29,0.0,5.9
Karimnagar,Ellandakunta,2024-04-30,0.0,7.0
Karimnagar,Gangadhara,2024-04-01,0.0,4.6
Karimnagar,Gangadhara,2024-04-02,0.0,3.9
Karimnagar,Gangadhara,2024-04-03,0.0,6.0
Karimnagar,Gangadhara,2024-04-04,0.0,4.4
Karimnagar,Gangadhara,2024-04-05,0.0,5.2
Karimnagar,Gangadhara,2024-04-06,0.0,2.4
Karimnagar,Gangadhara,2024-04-07,0.0,0.9
Karimnagar,Gangadhara,2024-04-08,2.8,4.1
Karimnagar,Gangadhara,2024-04-09,0.0,7.7
Karimnagar,Gangadhara,2024-04-10,0.3,7.7
Karimnagar,Gangadhara,2024-04-11,0.9,5.8
Karimnagar,Gangadhara,2024-04-12,0.1,6.1
Karimnagar,Gangadhara,2024-04-13,0.0,9.3
Karimnagar,Gangadhara,2024-04-14,0.0,8.0
Karimnagar,Gangadhara,2024-04-15,0.0,5.1
Karimnagar,Gangadhara,2024-04-16,0.0,5.0
Karimnagar,Gangadhara,2024-04-17,0.7,7.1
Karimnagar,Gangadhara,2024-04-18,0.0,2.6
Karimnagar,Gangadhara,2024-04-19,1.8,5.0
Karimnagar,Gangadhara,2024-04-20,1.8,2.6
Karimnagar,Gangadhara,2024-04-21,0.0,13.8
Karimnagar,Gangadhara,2024-04-22,0.0,3.7
Karimnagar,Gangadhara,2024-04-23,0.0,5.2
Karimnagar,Gangadhara,2024-04-24,0.0,7.0
Karimnagar,Gangadhara,2024-04-25,0.0,4.9
Karimnagar,Gangadhara,2024-04-26,0.0,5.2
Karimnagar,Gangadhara,2024-04-27,0.0,6.7
Karimnagar,Gangadhara,2024-04-28,0.0,5.9
Karimnagar,Gangadhara,2024-04-29,0.0,6.3
Karimnagar,Gangadhara,2024-04-30,0.0,4.3
Karimnagar,Gannervaram,2024-04-01,0.0,5.3
Karimnagar,Gannervaram,2024-04-02,0.0,4.3
Karimnagar,Gannervaram,2024-04-03,0.0,4.8
Karimnagar,Gannervaram,2024-04-04,0.0,5.0
Karimnagar,Gannervaram,2024-04-05,0.0,4.0
Karimnagar,Gannervaram,2024-04-06,0.0,6.4
Karimnagar,Gannervaram,2024-04-07,0.0,4.7
Karimnagar,Gannervaram,2024-04-08,0.0,6.3
Karimnagar,Gannervaram,2024-04-09,0.0,9.0
Karimnagar,Gannervaram,2024-04-10,0.0,8.5
Karimnagar,Gannervaram,2024-04-11,0.0,8.6
Karimnagar,Gannervaram,2024-04-12,0.0,6.7
Karimnagar,Gannervaram,2024-04-13,0.0,8.6
Karimnagar,Gannervaram,2024-04-14,0.0,5.5
Karimnagar,Gannervaram,2024-04-15,0.0,6.4
Karimnagar,Gannervaram,2024-04-16,0.0,6.2
Karimnagar,Gannervaram,2024-04-17,0.0,3.8
Karimnagar,Gannervaram,2024-04-18,0.0,4.4
Karimnagar,Gannervaram,2024-04-19,0.0,3.3
Karimnagar,Gannervaram,2024-04-20,0.0,6.8
Karimnagar,Gannervaram,2024-04-21,0.0,5.1
Karimnagar,Gannervaram,2024-04-22,0.0,5.8
Karimnagar,Gannervaram,2024-04-23,0.0,6.2
Karimnagar,Gannervaram,2024-04-24,0.0,6.0
Karimnagar,Gannervaram,2024-04-25,0.0,5.3
Karimnagar,Gannervaram,2024-04-26,0.0,4.8
Karimnagar,Gannervaram,2024-04-27,0.0,5.2
Karimnagar,Gannervaram,2024-04-28,0.0,4.9
Karimnagar,Gannervaram,2024-04-29,0.3,4.0
Karimnagar,Gannervaram,2024-04-30,0.0,6.4
Karimnagar,Huzurabad,2024-04-01,0.0,8.1
Karimnagar,Huzurabad,2024-04-02,0.0,7.3
Karimnagar,Huzurabad,2024-04-03,0.0,7.2
Karimnagar,Huzurabad,2024-04-04,0.0,9.6
Karimnagar,Huzurabad,2024-04-05,0.0,10.4
Karimnagar,Huzurabad,2024-04-06,0.0,5.1
Karimnagar,Huzurabad,2024-04-07,0.0,10.5
Karimnagar,Huzurabad,2024-04-08,0.0,8.7
Karimnagar,Huzurabad,2024-04-09,0.0,0.4
Karimnagar,Huzurabad,2024-04-10,0.0,0.3
Karimnagar,Huzurabad,2024-04-11,0.0,0.3
Karimnagar,Huzurabad,2024-04-12,0.0,8.6
Karimnagar,Huzurabad,2024-04-13,0.0,10.4
Karimnagar,Huzurabad,2024-04-14,0.0,7.6
Karimnagar,Huzurabad,2024-04-15,0.0,0.1
Karimnagar,Huzurabad,2024-04-16,0.0,6.5
Karimnagar,Huzurabad,2024-04-17,0.0,4.3
Karimnagar,Huzurabad,2024-04-18,0.0,7.3
Karimnagar,Huzurabad,2024-04-19,0.0,7.7
Karimnagar,Huzurabad,2024-04-20,0.0,9.0
Karimnagar,Huzurabad,2024-04-21,0.0,2.9
Karimnagar,Huzurabad,2024-04-22,0.0,12.2
Karimnagar,Huzurabad,2024-04-23,0.0,10.8
Karimnagar,Huzurabad,2024-04-24,0.0,0.1
Karimnagar,Huzurabad,2024-04-25,0.0,7.9
Karimnagar,Huzurabad,2024-04-26,0.0,8.4
Karimnagar,Huzurabad,2024-04-27,0.0,7.7
Karimnagar,Huzurabad,2024-04-28,0.0,6.7
Karimnagar,Huzurabad,2024-04-29,0.0,8.7
Karimnagar,Huzurabad,2024-04-30,0.0,9.3
Karimnagar,Jammikunta,2024-04-01,0.0,6.9
Karimnagar,Jammikunta,2024-04-02,0.0,7.3
Karimnagar,Jammikunta,2024-04-03,0.0,5.9
Karimnagar,Jammikunta,2024-04-04,0.0,6.0
Karimnagar,Jammikunta,2024-04-05,0.0,8.2
Karimnagar,Jammikunta,2024-04-06,0.0,7.7
Karimnagar,Jammikunta,2024-04-07,0.0,5.3
Karimnagar,Jammikunta,2024-04-08,0.0,6.5
Karimnagar,Jammikunta,2024-04-09,0.2,7.9
Karimnagar,Jammikunta,2024-04-10,0.0,7.0
Karimnagar,Jammikunta,2024-04-11,0.0,9.2
Karimnagar,Jammikunta,2024-04-12,0.0,7.9
Karimnagar,Jammikunta,2024-04-13,0.0,8.1
Karimnagar,Jammikunta,2024-04-14,0.0,6.7
Karimnagar,Jammikunta,2024-04-15,0.0,6.2
Karimnagar,Jammikunta,2024-04-16,0.0,8.7
Karimnagar,Jammikunta,2024-04-17,0.0,7.1
Karimnagar,Jammikunta,2024-04-18,0.0,7.0
Karimnagar,Jammikunta,2024-04-19,0.0,5.4
Karimnagar,Jammikunta,2024-04-20,0.0,6.3
Karimnagar,Jammikunta,2024-04-21,0.0,7.2
Karimnagar,Jammikunta,2024-04-22,0.0,7.2
Karimnagar,Jammikunta,2024-04-23,0.0,12.5
Karimnagar,Jammikunta,2024-04-24,0.0,6.2
Karimnagar,Jammikunta,2024-04-25,0.0,9.7
Karimnagar,Jammikunta,2024-04-26,0.0,9.3
Karimnagar,Jammikunta,2024-04-27,0.0,7.2
Karimnagar,Jammikunta,2024-04-28,0.0,5.3
Karimnagar,Jammikunta,2024-04-29,0.0,5.3
Karimnagar,Jammikunta,2024-04-30,0.0,8.4
Karimnagar,Karimnagar,2024-04-01,0.0,6.3
Karimnagar,Karimnagar,2024-04-02,0.0,9.6
Karimnagar,Karimnagar,2024-04-03,0.0,4.6
Karimnagar,Karimnagar,2024-04-04,0.0,6.2
Karimnagar,Karimnagar,2024-04-05,0.0,5.5
Karimnagar,Karimnagar,2024-04-06,0.0,6.8
Karimnagar,Karimnagar,2024-04-07,0.0,8.5
Karimnagar,Karimnagar,2024-04-08,0.0,2.8
Karimnagar,Karimnagar,2024-04-09,0.0,4.2
Karimnagar,Karimnagar,2024-04-10,0.0,9.7
Karimnagar,Karimnagar,2024-04-11,0.0,6.3
Karimnagar,Karimnagar,2024-04-12,0.0,5.8
Karimnagar,Karimnagar,2024-04-13,0.0,7.7
Karimnagar,Karimnagar,2024-04-14,0.0,3.7
Karimnagar,Karimnagar,2024-04-15,0.0,9.0
Karimnagar,Karimnagar,2024-04-16,0.0,4.7
Karimnagar,Karimnagar,2024-04-17,1.1,6.6
Karimnagar,Karimnagar,2024-04-18,0.0,5.9
Karimnagar,Karimnagar,2024-04-19,0.0,6.7
Karimnagar,Karimnagar,2024-04-20,2.5,4.9
Karimnagar,Karimnagar,2024-04-21,0.0,8.6
Karimnagar,Karimnagar,2024-04-22,0.0,6.6
Karimnagar,Karimnagar,2024-04-23,0.0,11.5
Karimnagar,Karimnagar,2024-04-24,0.0,8.0
Karimnagar,Karimnagar,2024-04-25,1.6,3.1
Karimnagar,Karimnagar,2024-04-26,1.6,3.9
Karimnagar,Karimnagar,2024-04-27,0.0,9.9
Karimnagar,Karimnagar,2024-04-28,0.0,4.6
Karimnagar,Karimnagar,2024-04-29,0.0,5.3
Karimnagar,Karimnagar,2024-04-30,0.0,5.3
Karimnagar,Karimnagar_Rural,2024-04-01,0.0,6.0
Karimnagar,Karimnagar_Rural,2024-04-02,0.0,6.5
Karimnagar,Karimnagar_Rural,2024-04-03,0.0,4.6
Karimnagar,Karimnagar_Rural,2024-04-04,0.0,6.8
Karimnagar,Karimnagar_Rural,2024-04-05,0.0,7.5
Karimnagar,Karimnagar_Rural,2024-04-06,0.0,5.0
Karimnagar,Karimnagar_Rural,2024-04-07,0.0,4.7
Karimnagar,Karimnagar_Rural,2024-04-08,0.0,5.2
Karimnagar,Karimnagar_Rural,2024-04-09,0.0,9.7
Karimnagar,Karimnagar_Rural,2024-04-10,0.0,8.2
Karimnagar,Karimnagar_Rural,2024-04-11,0.0,6.1
Karimnagar,Karimnagar_Rural,2024-04-12,0.0,1.5
Karimnagar,Karimnagar_Rural,2024-04-13,0.0,5.6
Karimnagar,Karimnagar_Rural,2024-04-14,0.0,8.5
Karimnagar,Karimnagar_Rural,2024-04-15,0.0,9.4
Karimnagar,Karimnagar_Rural,2024-04-16,0.0,7.2
Karimnagar,Karimnagar_Rural,2024-04-17,0.0,0.1
Karimnagar,Karimnagar_Rural,2024-04-18,0.0,7.6
Karimnagar,Karimnagar_Rural,2024-04-19,0.0,7.8
Karimnagar,Karimnagar_Rural,2024-04-20,0.8,7.2
Karimnagar,Karimnagar_Rural,2024-04-21,0.0,3.5
Karimnagar,Karimnagar_Rural,2024-04-22,0.0,11.1
Karimnagar,Karimnagar_Rural,2024-04-23,0.0,9.3
Karimnagar,Karimnagar_Rural,2024-04-24,0.0,1.4
Karimnagar,Karimnagar_Rural,2024-04-25,0.0,2.2
Karimnagar,Karimnagar_Rural,2024-04-26,0.0,0.4
Karimnagar,Karimnagar_Rural,2024-04-27,0.0,9.9
Karimnagar,Karimnagar_Rural,2024-04-28,0.0,1.2
Karimnagar,Karimnagar_Rural,2024-04-29,0.0,6.5
Karimnagar,Karimnagar_Rural,2024-04-30,0.0,5.6
Karimnagar,Kothapalle,2024-04-01,0.0,15.1
Karimnagar,Kothapalle,2024-04-02,0.0,8.5
Karimnagar,Kothapalle,2024-04-03,0.0,11.0
Karimnagar,Kothapalle,2024-04-04,0.0,13.1
Karimnagar,Kothapalle,2024-04-05,0.0,10.1
Karimnagar,Kothapalle,2024-04-06,0.0,10.9
Karimnagar,Kothapalle,2024-04-07,0.0,15.3
Karimnagar,Kothapalle,2024-04-08,9.6,19.2
Karimnagar,Kothapalle,2024-04-09,2.4,15.2
Karimnagar,Kothapalle,2024-04-10,0.0,15.5
Karimnagar,Kothapalle,2024-04-11,0.0,15.3
Karimnagar,Kothapalle,2024-04-12,0.0,15.5
Karimnagar,Kothapalle,2024-04-13,0.0,15.0
Karimnagar,Kothapalle,2024-04-14,0.0,10.4
Karimnagar,Kothapalle,2024-04-15,0.0,13.2
Karimnagar,Kothapalle,2024-04-16,0.0,10.8
Karimnagar,Kothapalle,2024-04-17,0.0,11.5
Karimnagar,Kothapalle,2024-04-18,0.0,11.3
Karimnagar,Kothapalle,2024-04-19,0.0,9.7
Karimnagar,Kothapalle,2024-04-20,0.0,9.8
Karimnagar,Kothapalle,2024-04-21,0.0,13.3
Karimnagar,Kothapalle,2024-04-22,0.0,15.3
Karimnagar,Kothapalle,2024-04-23,0.0,18.2
Karimnagar,Kothapalle,2024-04-24,0.0,14.8
Karimnagar,Kothapalle,2024-04-25,0.0,9.0
Karimnagar,Kothapalle,2024-04-26,0.0,10.1
Karimnagar,Kothapalle,2024-04-27,0.0,10.8
Karimnagar,Kothapalle,2024-04-28,0.0,12.1
Karimnagar,Kothapalle,2024-04-29,0.0,9.2
Karimnagar,Kothapalle,2024-04-30,0.0,9.8
Karimnagar,Manakondur,2024-04-01,0.0,11.0
Karimnagar,Manakondur,2024-04-02,0.0,14.7
Karimnagar,Manakondur,2024-04-03,0.0,12.2
Karimnagar,Manakondur,2024-04-04,0.0,12.0
Karimnagar,Manakondur,2024-04-05,0.0,8.3
Karimnagar,Manakondur,2024-04-06,0.0,14.2
Karimnagar,Manakondur,2024-04-07,0.0,12.7
Karimnagar,Manakondur,2024-04-08,0.0,7.4
Karimnagar,Manakondur,2024-04-09,0.6,14.7
Karimnagar,Manakondur,2024-04-10,0.0,8.4
Karimnagar,Manakondur,2024-04-11,0.0,14.5
Karimnagar,Manakondur,2024-04-12,0.0,5.0
Karimnagar,Manakondur,2024-04-13,0.0,13.3
Karimnagar,Manakondur,2024-04-14,0.0,11.5
Karimnagar,Manakondur,2024-04-15,0.0,10.2
Karimnagar,Manakondur,2024-04-16,0.0,13.0
Karimnagar,Manakondur,2024-04-17,0.0,9.5
Karimnagar,Manakondur,2024-04-18,0.0,7.6
Karimnagar,Manakondur,2024-04-19,0.0,6.9
Karimnagar,Manakondur,2024-04-20,0.0,10.6
Karimnagar,Manakondur,2024-04-21,0.0,10.6
Karimnagar,Manakondur,2024-04-22,0.0,15.2
Karimnagar,Manakondur,2024-04-23,0.0,12.7
Karimnagar,Manakondur,2024-04-24,0.0,11.4
Karimnagar,Manakondur,2024-04-25,0.0,11.0
Karimnagar,Manakondur,2024-04-26,0.0,8.5
Karimnagar,Manakondur,2024-04-27,0.0,9.0
Karimnagar,Manakondur,2024-04-28,0.0,12.6
Karimnagar,Manakondur,2024-04-29,0.0,7.6
Karimnagar,Manakondur,2024-04-30,0.0,10.3
Karimnagar,Ramadugu,2024-04-01,0.0,0.9
Karimnagar,Ramadugu,2024-04-02,0.0,0.4
Karimnagar,Ramadugu,2024-04-03,0.0,0.3
Karimnagar,Ramadugu,2024-04-04,0.0,5.6
Karimnagar,Ramadugu,2024-04-05,0.0,0.3
Karimnagar,Ramadugu,2024-04-06,0.0,0.3
Karimnagar,Ramadugu,2024-04-07,0.0,0.3
Karimnagar,Ramadugu,2024-04-08,0.0,1.2
Karimnagar,Ramadugu,2024-04-09,0.0,6.1
Karimnagar,Ramadugu,2024-04-10,0.0,1.6
Karimnagar,Ramadugu,2024-04-11,0.0,0.4
Karimnagar,Ramadugu,2024-04-12,0.0,0.7
Karimnagar,Ramadugu,2024-04-13,0.0,2.5
Karimnagar,Ramadugu,2024-04-14,0.0,0.2
Karimnagar,Ramadugu,2024-04-15,0.0,0.7
Karimnagar,Ramadugu,2024-04-16,0.0,0.4
Karimnagar,Ramadugu,2024-04-17,0.0,0.1
Karimnagar,Ramadugu,2024-04-18,0.0,0.1
Karimnagar,Ramadugu,2024-04-19,0.0,3.0
Karimnagar,Ramadugu,2024-04-20,0.0,3.0
Karimnagar,Ramadugu,2024-04-21,0.0,3.9
Karimnagar,Ramadugu,2024-04-22,0.0,0.3
Karimnagar,Ramadugu,2024-04-23,0.0,4.9
Karimnagar,Ramadugu,2024-04-24,0.0,0.1
Karimnagar,Ramadugu,2024-04-25,0.0,0.2
Karimnagar,Ramadugu,2024-04-26,0.0,0.1
Karimnagar,Ramadugu,2024-04-27,0.0,0.7
Karimnagar,Ramadugu,2024-04-28,0.0,0.9
Karimnagar,Ramadugu,2024-04-29,0.0,0.9
Karimnagar,Ramadugu,2024-04-30,0.0,0.6
Karimnagar,Shankarapatnam,2024-04-01,0.0,9.6
Karimnagar,Shankarapatnam,2024-04-02,0.0,11.0
Karimnagar,Shankarapatnam,2024-04-03,0.0,9.7
Karimnagar,Shankarapatnam,2024-04-04,0.0,10.8
Karimnagar,Shankarapatnam,2024-04-05,0.0,10.4
Karimnagar,Shankarapatnam,2024-04-06,0.0,9.7
Karimnagar,Shankarapatnam,2024-04-07,0.0,11.6
Karimnagar,Shankarapatnam,2024-04-08,0.0,8.7
Karimnagar,Shankarapatnam,2024-04-09,0.3,15.2
Karimnagar,Shankarapatnam,2024-04-10,0.0,13.1
Karimnagar,Shankarapatnam,2024-04-11,0.0,13.0
Karimnagar,Shankarapatnam,2024-04-12,0.0,8.6
Karimnagar,Shankarapatnam,2024-04-13,0.0,10.9
Karimnagar,Shankarapatnam,2024-04-14,0.0,8.8
Karimnagar,Shankarapatnam,2024-04-15,0.0,9.6
Karimnagar,Shankarapatnam,2024-04-16,0.0,9.8
Karimnagar,Shankarapatnam,2024-04-17,0.0,6.9
Karimnagar,Shankarapatnam,2024-04-18,0.0,7.5
Karimnagar,Shankarapatnam,2024-04-19,0.0,7.7
Karimnagar,Shankarapatnam,2024-04-20,0.0,9.8
Karimnagar,Shankarapatnam,2024-04-21,0.0,8.3
Karimnagar,Shankarapatnam,2024-04-22,0.0,13.7
Karimnagar,Shankarapatnam,2024-04-23,0.0,10.8
Karimnagar,Shankarapatnam,2024-04-24,0.0,9.0
Karimnagar,Shankarapatnam,2024-04-25,0.0,9.5
Karimnagar,Shankarapatnam,2024-04-26,0.0,8.5
Karimnagar,Shankarapatnam,2024-04-27,0.0,8.3
Karimnagar,Shankarapatnam,2024-04-28,0.0,9.7
Karimnagar,Shankarapatnam,2024-04-29,0.0,8.7
Karimnagar,Shankarapatnam,2024-04-30,0.0,9.8
Karimnagar,Thimmapur,2024-04-01,0.0,9.4
Karimnagar,Thimmapur,2024-04-02,4.0,9.8
Karimnagar,Thimmapur,2024-04-03,0.0,8.6
Karimnagar,Thimmapur,2024-04-04,0.0,10.0
Karimnagar,Thimmapur,2024-04-05,0.0,7.0
Karimnagar,Thimmapur,2024-04-06,0.0,9.7
Karimnagar,Thimmapur,2024-04-07,0.0,10.1
Karimnagar,Thimmapur,2024-04-08,0.0,10.2
Karimnagar,Thimmapur,2024-04-09,4.7,18.1
Karimnagar,Thimmapur,2024-04-10,1.5,15.5
Karimnagar,Thimmapur,2024-04-11,3.4,15.3
Karimnagar,Thimmapur,2024-04-12,1.5,15.5
Karimnagar,Thimmapur,2024-04-13,1.5,13.1
Karimnagar,Thimmapur,2024-04-14,0.0,6.6
Karimnagar,Thimmapur,2024-04-15,0.0,13.7
Karimnagar,Thimmapur,2024-04-16,0.0,10.2
Karimnagar,Thimmapur,2024-04-17,0.0,7.4
Karimnagar,Thimmapur,2024-04-18,0.0,8.4
Karimnagar,Thimmapur,2024-04-19,0.0,6.9
Karimnagar,Thimmapur,2024-04-20,0.0,10.4
Karimnagar,Thimmapur,2024-04-21,0.0,13.4
Karimnagar,Thimmapur,2024-04-22,0.0,12.8
Karimnagar,Thimmapur,2024-04-23,0.0,12.7
Karimnagar,Thimmapur,2024-04-24,0.0,15.0
Karimnagar,Thimmapur,2024-04-25,0.0,12.2
Karimnagar,Thimmapur,2024-04-26,0.0,14.4
Karimnagar,Thimmapur,2024-04-27,1.2,10.6
Karimnagar,Thimmapur,2024-04-28,0.0,10.3
Karimnagar,Thimmapur,2024-04-29,0.0,8.0
Karimnagar,Thimmapur,2024-04-30,0.1,9.4
Karimnagar,V_Saidapur,2024-04-01,0.0,10.0
Karimnagar,V_Saidapur,2024-04-02,0.0,9.4
Karimnagar,V_Saidapur,2024-04-03,0.0,7.9
Karimnagar,V_Saidapur,2024-04-04,0.0,9.8
Karimnagar,V_Saidapur,2024-04-05,0.0,10.3
Karimnagar,V_Saidapur,2024-04-06,0.0,7.2
