District,Mandal,Date,Min Wind Speed (Kmph),Max Wind Speed (Kmph),Min Wind Speed (Kmph)_outlier_flag,Max Wind Speed (Kmph)_outlier_flag
Adilabad,Adilabad Rural,2024-04-01,0.0,12.6,False,False
Adilabad,Adilabad Rural,2024-04-02,0.0,10.0,False,False
Adilabad,Adilabad Rural,2024-04-03,0.0,9.6,False,False
Adilabad,Adilabad Rural,2024-04-04,0.0,13.5,False,False
Adilabad,Adilabad Rural,2024-04-05,0.0,8.4,False,False
Adilabad,Adilabad Rural,2024-04-06,0.0,10.8,False,False
Adilabad,Adilabad Rural,2024-04-07,0.0,12.7,False,False
Adilabad,Adilabad Rural,2024-04-08,2.2,18.1,True,False
Adilabad,Adilabad Rural,2024-04-09,1.1,14.2,True,False
Adilabad,Adilabad Rural,2024-04-10,0.1,16.8,True,False
Adilabad,Adilabad Rural,2024-04-11,1.9,17.4,True,False
Adilabad,Adilabad Rural,2024-04-12,0.0,16.2,False,False
Adilabad,Adilabad Rural,2024-04-13,0.0,14.6,False,False
Adilabad,Adilabad Rural,2024-04-14,0.0,9.5,False,False
Adilabad,Adilabad Rural,2024-04-15,0.0,10.8,False,False
Adilabad,Adilabad Rural,2024-04-16,0.0,10.4,False,False
Adilabad,Adilabad Rural,2024-04-17,0.0,9.3,False,False
Adilabad,Adilabad Rural,2024-04-18,0.0,12.6,False,False
Adilabad,Adilabad Rural,2024-04-19,0.2,11.1,True,False
Adilabad,Adilabad Rural,2024-04-20,0.1,11.9,True,False
Adilabad,Adilabad Rural,2024-04-21,0.0,10.9,False,False
Adilabad,Adilabad Rural,2024-04-22,0.1,16.5,True,False
Adilabad,Adilabad Rural,2024-04-23,0.0,25.2,False,True
Adilabad,Adilabad Rural,2024-04-24,0.0,9.4,False,False
Adilabad,Adilabad Rural,2024-04-25,0.0,4.2,False,False
Adilabad,Adilabad Rural,2024-04-26,0.0,12.5,False,False
Adilabad,Adilabad Rural,2024-04-27,0.0,11.4,False,False
Adilabad,Adilabad Rural,2024-04-28,0.0,13.1,False,False
Adilabad,Adilabad Rural,2024-04-29,0.0,14.2,False,False
Adilabad,Adilabad Rural,2024-04-30,0.0,11.9,False,False
Adilabad,Adilabad Urban,2024-04-01,0.0,7.1,False,False
Adilabad,Adilabad Urban,2024-04-02,0.0,3.8,False,False
Adilabad,Adilabad Urban,2024-04-03,0.0,3.4,False,False
Adilabad,Adilabad Urban,2024-04-04,0.0,4.2,False,False
Adilabad,Adilabad Urban,2024-04-05,0.0,4.2,False,False
Adilabad,Adilabad Urban,2024-04-06,0.0,5.9,False,False
Adilabad,Adilabad Urban,2024-04-07,0.0,6.2,False,False
Adilabad,Adilabad Urban,2024-04-08,0.0,6.8,False,False
Adilabad,Adilabad Urban,2024-04-09,0.0,7.6,False,False
Adilabad,Adilabad Urban,2024-04-10,0.0,9.3,False,False
Adilabad,Adilabad Urban,2024-04-11,0.0,8.2,False,False
Adilabad,Adilabad Urban,2024-04-12,0.0,7.3,False,False
Adilabad,Adilabad Urban,2024-04-13,0.0,7.6,False,False
Adilabad,Adilabad Urban,2024-04-14,0.0,4.8,False,False
Adilabad,Adilabad Urban,2024-04-15,0.0,4.3,False,False
Adilabad,Adilabad Urban,2024-04-16,0.0,6.7,False,False
Adilabad,Adilabad Urban,2024-04-17,0.0,4.9,False,False
Adilabad,Adilabad Urban,2024-04-18,0.0,2.8,False,False
Adilabad,Adilabad Urban,2024-04-19,0.0,4.0,False,False
Adilabad,Adilabad Urban,2024-04-20,0.0,7.5,False,False
Adilabad,Adilabad Urban,2024-04-21,0.0,7.6,False,False
Adilabad,Adilabad Urban,2024-04-22,0.0,7.7,False,False
Adilabad,Adilabad Urban,2024-04-23,0.0,6.4,False,False
Adilabad,Adilabad Urban,2024-04-24,0.0,5.6,False,False
Adilabad,Adilabad Urban,2024-04-25,0.0,3.1,False,False
Adilabad,Adilabad Urban,2024-04-26,0.0,2.6,False,False
Adilabad,Adilabad Urban,2024-04-27,0.0,4.0,False,False
Adilabad,Adilabad Urban,2024-04-28,0.0,3.9,False,False
Adilabad,Adilabad Urban,2024-04-29,0.0,4.2,False,False
Adilabad,Adilabad Urban,2024-04-30,0.0,4.6,False,False
Adilabad,Bazarhathnoor,2024-04-01,0.0,8.2,False,False
Adilabad,Bazarhathnoor,2024-04-02,0.0,7.4,False,False
Adilabad,Bazarhathnoor,2024-04-03,1.4,5.1,True,False
Adilabad,Bazarhathnoor,2024-04-04,0.0,0.3,False,False
Adilabad,Bazarhathnoor,2024-04-05,0.0,7.2,False,False
Adilabad,Bazarhathnoor,2024-04-06,0.0,6.8,False,False
Adilabad,Bazarhathnoor,2024-04-07,0.0,6.6,False,False
Adilabad,Bazarhathnoor,2024-04-08,0.0,1.0,False,False
Adilabad,Bazarhathnoor,2024-04-09,0.0,15.2,False,False
Adilabad,Bazarhathnoor,2024-04-10,0.0,0.9,False,False
Adilabad,Bazarhathnoor,2024-04-11,0.0,1.4,False,False
Adilabad,Bazarhathnoor,2024-04-12,0.0,0.1,False,False
Adilabad,Bazarhathnoor,2024-04-13,0.0,0.4,False,False
Adilabad,Bazarhathnoor,2024-04-14,0.0,6.7,False,False
Adilabad,Bazarhathnoor,2024-04-15,0.0,7.7,False,False
Adilabad,Bazarhathnoor,2024-04-16,0.0,1.2,False,False
Adilabad,Bazarhathnoor,2024-04-17,0.0,6.5,False,False
Adilabad,Bazarhathnoor,2024-04-18,0.0,11.2,False,False
Adilabad,Bazarhathnoor,2024-04-19,0.0,9.6,False,False
Adilabad,Bazarhathnoor,2024-04-20,0.0,3.7,False,False
Adilabad,Bazarhathnoor,2024-04-21,0.0,14.6,False,False
Adilabad,Bazarhathnoor,2024-04-22,0.0,0.2,False,False
Adilabad,Bazarhathnoor,2024-04-23,0.0,9.4,False,False
Adilabad,Bazarhathnoor,2024-04-24,0.0,0.3,False,False
Adilabad,Bazarhathnoor,2024-04-25,0.0,1.3,False,False
Adilabad,Bazarhathnoor,2024-04-26,0.0,7.7,False,False
Adilabad,Bazarhathnoor,2024-04-27,0.0,1.1,False,False
Adilabad,Bazarhathnoor,2024-04-28,0.0,11.1,False,False
Adilabad,Bazarhathnoor,2024-04-29,0.0,7.8,False,False
Adilabad,Bazarhathnoor,2024-04-30,0.0,0.1,False,False
Adilabad,Bela,2024-04-01,0.0,5.2,False,False
Adilabad,Bela,2024-04-02,0.0,4.1,False,False
Adilabad,Bela,2024-04-03,0.0,4.9,False,False
Adilabad,Bela,2024-04-04,0.0,9.9,False,False
Adilabad,Bela,2024-04-05,0.0,9.3,False,False
Adilabad,Bela,2024-04-06,0.0,6.9,False,False
Adilabad,Bela,2024-04-07,0.0,21.3,False,True
Adilabad,Bela,2024-04-08,2.1,8.3,True,False
Adilabad,Bela,2024-04-09,0.0,14.1,False,False
Adilabad,Bela,2024-04-10,1.8,7.3,True,False
Adilabad,Bela,2024-04-11,1.7,8.2,True,False
Adilabad,Bela,2024-04-12,0.0,11.4,False,False
Adilabad,Bela,2024-04-13,0.0,13.4,False,False
Adilabad,Bela,2024-04-14,0.0,10.8,False,False
Adilabad,Bela,2024-04-15,0.0,7.8,False,False
Adilabad,Bela,2024-04-16,0.0,8.4,False,False
Adilabad,Bela,2024-04-17,0.0,5.5,False,False
Adilabad,Bela,2024-04-18,0.0,10.8,False,False
Adilabad,Bela,2024-04-19,0.0,10.6,False,False
Adilabad,Bela,2024-04-20,0.0,14.2,False,False
Adilabad,Bela,2024-04-21,0.0,14.2,False,False
Adilabad,Bela,2024-04-22,0.0,8.6,False,False
Adilabad,Bela,2024-04-23,0.0,9.4,False,False
Adilabad,Bela,2024-04-24,0.0,11.1,False,False
Adilabad,Bela,2024-04-25,0.0,6.1,False,False
Adilabad,Bela,2024-04-26,0.0,6.6,False,False
Adilabad,Bela,2024-04-27,0.0,10.5,False,False
Adilabad,Bela,2024-04-28,0.0,10.5,False,False
Adilabad,Bela,2024-04-29,0.0,10.5,False,False
Adilabad,Bela,2024-04-30,0.0,9.3,False,False
Adilabad,Bheempoor,2024-04-01,0.0,4.1,False,False
Adilabad,Bheempoor,2024-04-02,1.5,2.4,True,False
Adilabad,Bheempoor,2024-04-03,0.0,6.8,False,False
Adilabad,Bheempoor,2024-04-04,0.0,6.1,False,False
Adilabad,Bheempoor,2024-04-05,0.0,8.3,False,False
Adilabad,Bheempoor,2024-04-06,0.0,10.4,False,False
Adilabad,Bheempoor,2024-04-07,0.0,7.9,False,False
Adilabad,Bheempoor,2024-04-08,0.0,15.7,False,False
Adilabad,Bheempoor,2024-04-09,0.0,10.4,False,False
Adilabad,Bheempoor,2024-04-10,0.0,7.5,False,False
Adilabad,Bheempoor,2024-04-11,4.5,13.4,True,False
Adilabad,Bheempoor,2024-04-12,1.6,8.2,True,False
Adilabad,Bheempoor,2024-04-13,0.0,17.6,False,False
Adilabad,Bheempoor,2024-04-14,0.0,9.0,False,False
Adilabad,Bheempoor,2024-04-15,0.0,3.3,False,False
Adilabad,Bheempoor,2024-04-16,0.0,3.6,False,False
Adilabad,Bheempoor,2024-04-17,0.0,4.1,False,False
Adilabad,Bheempoor,2024-04-18,0.0,5.2,False,False
Adilabad,Bheempoor,2024-04-19,0.0,12.7,False,False
Adilabad,Bheempoor,2024-04-20,0.0,9.1,False,False
Adilabad,Bheempoor,2024-04-21,0.0,8.4,False,False
Adilabad,Bheempoor,2024-04-22,0.0,11.3,False,False
Adilabad,Bheempoor,2024-04-23,2.4,10.8,True,False
Adilabad,Bheempoor,2024-04-24,3.3,27.0,True,True
Adilabad,Bheempoor,2024-04-25,0.0,6.2,False,False
Adilabad,Bheempoor,2024-04-26,0.0,5.3,False,False
Adilabad,Bheempoor,2024-04-27,0.0,17.8,False,False
Adilabad,Bheempoor,2024-04-28,0.0,9.5,False,False
Adilabad,Bheempoor,2024-04-29,0.0,6.3,False,False
Adilabad,Bheempoor,2024-04-30,0.0,7.6,False,False
Adilabad,Boath,2024-04-01,0.0,13.4,False,False
Adilabad,Boath,2024-04-02,0.0,8.4,False,False
Adilabad,Boath,2024-04-03,2.8,7.2,True,False
Adilabad,Boath,2024-04-04,0.0,7.1,False,False
Adilabad,Boath,2024-04-05,0.0,9.7,False,False
Adilabad,Boath,2024-04-06,0.0,10.7,False,False
Adilabad,Boath,2024-04-07,0.0,12.2,False,False
Adilabad,Boath,2024-04-08,0.0,14.2,False,False
Adilabad,Boath,2024-04-09,0.0,15.4,False,False
Adilabad,Boath,2024-04-10,0.0,17.9,False,False
Adilabad,Boath,2024-04-11,0.0,12.5,False,False
Adilabad,Boath,2024-04-12,0.0,13.8,False,False
Adilabad,Boath,2024-04-13,0.0,13.5,False,False
Adilabad,Boath,2024-04-14,0.0,7.4,False,False
Adilabad,Boath,2024-04-15,0.0,10.7,False,False
Adilabad,Boath,2024-04-16,0.0,12.1,False,False
Adilabad,Boath,2024-04-17,0.0,6.5,False,False
Adilabad,Boath,2024-04-18,0.0,11.2,False,False
Adilabad,Boath,2024-04-19,0.0,9.6,False,False
Adilabad,Boath,2024-04-20,0.0,14.6,False,False
Adilabad,Boath,2024-04-21,0.0,14.7,False,False
Adilabad,Boath,2024-04-22,0.0,11.7,False,False
Adilabad,Boath,2024-04-23,0.0,9.6,False,False
Adilabad,Boath,2024-04-24,0.0,13.3,False,False
Adilabad,Boath,2024-04-25,0.0,12.1,False,False
Adilabad,Boath,2024-04-26,0.0,13.3,False,False
Adilabad,Boath,2024-04-27,0.0,11.5,False,False
Adilabad,Boath,2024-04-28,0.0,11.7,False,False
Adilabad,Boath,2024-04-29,0.0,10.2,False,False
Adilabad,Boath,2024-04-30,0.0,11.3,False,False
Adilabad,Gadiguda,2024-04-01,0.0,7.6,False,False
Adilabad,Gadiguda,2024-04-02,0.0,6.4,False,False
Adilabad,Gadiguda,2024-04-03,0.0,7.6,False,False
